2010/06/01 16:30:00;39.69;44.29;43.83;47.37;45.60;850;1700;
2010/06/01 16:45:00;40.40;44.52;44.77;48.90;46.83;900;1360;
2010/06/01 17:00:00;41.10;45.19;45.31;48.19;46.75;910;1088;
2010/06/01 17:15:00;41.91;45.63;45.80;46.20;46.00;920;870;
2010/06/01 17:30:00;42.30;46.26;46.34;52.06;49.20;920;696;
2010/06/01 17:45:00;42.80;47.13;46.53;48.94;47.73;930;557;
2010/06/01 18:00:00;43.26;48.06;46.54;49.56;48.05;940;446;
2010/06/01 18:15:00;44.11;48.08;47.19;50.01;48.60;950;357;
2010/06/01 18:30:00;44.40;48.80;48.01;54.15;51.08;975;285;
2010/06/01 18:45:00;44.44;49.62;48.68;51.87;50.28;1000;228;
2010/06/01 19:00:00;44.98;50.35;49.59;58.63;54.11;1000;183;
2010/06/01 19:15:00;45.54;50.70;50.40;53.72;52.06;1020;146;
2010/06/01 19:30:00;45.71;51.36;50.91;57.70;54.31;1000;117;
2010/06/01 19:45:00;46.08;51.61;51.77;58.35;55.06;980;93;
2010/06/01 20:00:00;46.75;51.68;52.55;53.76;53.16;980;75;
2010/06/01 20:15:00;47.68;52.35;53.20;62.75;57.97;985;60;
2010/06/01 20:30:00;48.11;53.34;53.35;55.31;54.33;990;48;
2010/06/01 20:45:00;48.41;53.71;53.97;61.74;57.86;800;38;
2010/06/01 21:00:00;49.32;54.51;53.97;56.03;55.00;820;31;
2010/06/01 21:15:00;49.42;55.02;54.82;58.58;56.70;820;24;
2010/06/01 21:30:00;49.53;55.33;54.93;59.08;57.01;850;20;
2010/06/01 21:45:00;50.42;55.89;55.37;57.75;56.56;870;16;
2010/06/01 22:00:00;51.09;56.60;55.74;58.28;57.01;880;13;
2010/06/01 22:15:00;51.98;57.23;56.04;63.99;60.01;890;10;
2010/06/01 22:30:00;52.36;57.79;56.20;57.18;56.69;900;8;
2010/06/01 22:45:00;52.44;58.10;57.12;66.14;61.63;910;6;
2010/06/01 23:00:00;53.05;59.09;58.01;66.25;62.13;920;5;
2010/06/01 23:15:00;53.42;59.96;58.91;61.76;60.33;930;4;
2010/06/01 23:30:00;53.56;60.81;59.17;66.98;63.07;940;3;
2010/06/01 23:45:00;54.11;61.64;59.20;61.35;60.28;950;3;
